original_message,emoji_used,emoji_context_window,translated_meaning,sentiment_detected,emoji_category,target_text,message_type
"Stargazing on the mountain top 🌌⛰️✨, feeling tiny but inspired 🌠💫","['🌌', '⛰️', '✨', '🌠', '💫']",5,"Stargazing on the mountain top, feeling tiny but inspired.",positive,"['nature', 'emotion', 'activity']","Stargazing on the mountain top, feeling tiny but inspired.",emotional_reflection
Climbing the icy mountains ❄️🏔️ while dreaming of summer beaches 🌞🏝️ today got me thinking!,"['❄️', '🏔️', '🌞', '🏝️']",8,Climbing the icy mountains while dreaming of summer beaches today got me thinking!,reflective,"['weather', 'nature', 'dreams']",Climbing the icy mountains while dreaming of summer beaches today got me thinking!,emotional_reflection
Just saw a rainbow 🌈 after the storm—feeling so hopeful today! ☀️✨,"['🌈', '☀️', '✨']",3,Just saw a rainbow after the storm—feeling so hopeful today!,positive,"['weather', 'emotion']",Just saw a rainbow after the storm—feeling so hopeful today!,emotional_reflection
Watching the sunset over the mountains 🌄🌅 with a cup of tea 🫖🍃 and feeling so peaceful ✨😊,"['🌄', '🌅', '🫖', '🍃', '✨', '😊']",6,Watching the sunset over the mountains with a cup of tea and feeling so peaceful.,positive,"['nature', 'emotion', 'activity']",Watching the sunset over the mountains with a cup of tea and feeling so peaceful.,emotional_reflection
Stargazing on the mountain tonight 🏔️🌌✨ while sipping hot cocoa ☕️😊.,"['🏔️', '🌌', '✨', '☕️', '😊']",5,Stargazing on the mountain tonight while sipping hot cocoa.,positive,"['nature', 'emotion', 'food']",Stargazing on the mountain tonight while drinking hot chocolate.,leisure_activity
"Lost in the mountains 🏔️🌲, feeling like a tiny speck 🌌✨ pondering life's mysteries 🌙🤔","['🏔️', '🌲', '🌌', '✨', '🌙', '🤔']",6,I am in the mountains feeling small and contemplating life's mysteries.,reflective,"['nature', 'emotion', 'thoughts']",I am in the mountains feeling small and contemplating life's mysteries.,emotional_reflection
Star gazing 🌌✨ and dreaming of distant worlds 🚀💫 on a cold winter night ❄️🌙,"['🌌', '✨', '🚀', '💫', '❄️', '🌙']",6,Star gazing and dreaming of distant worlds on a cold winter night.,neutral,"['weather', 'emotion', 'activity']",Star gazing and dreaming of distant worlds on a cold winter night.,creative_story
Caught a shooting star ✨ while making a wish 💫 on a chilly winter night ❄️🌙. Totally magical!,"['✨', '💫', '❄️', '🌙']",4,Caught a shooting star while making a wish on a chilly winter night. Totally magical!,positive,"['emotion', 'weather', 'night']",Caught a shooting star while making a wish on a chilly winter night. Totally magical!,emotional_reflection
Caught the sunrise from the mountain summit 🌅⛰️✨ feeling on top of the world!,"['🌅', '⛰️', '✨']",7,I watched the sunrise from the mountain top and I feel amazing.,positive,"['nature', 'emotion', 'activity']",I watched the sunrise from the mountain top and I feel amazing.,emotional_reflection
Surprised to see a shooting star 🌠 while camping in the quiet woods tonight 🌲✨😊,"['🌠', '🌲', '✨', '😊']",8,I was surprised to see a shooting star while camping in the quiet woods tonight.,positive,"['nature', 'emotion', 'night']",I was surprised to see a shooting star while camping in the quiet woods tonight.,recreational_experience
"Just saw a shooting star 🌠 while hiking up the mountain tonight ⛰️✨, totally mesmerized!","['🌠', '⛰️', '✨']",7,"Just saw a shooting star while hiking up the mountain tonight, totally mesmerized.",positive,"['nature', 'emotion']","Just saw a shooting star while hiking up the mountain tonight, totally mesmerized.",emotional_reflection
"Diving into the weekend like 🌊🌞🎉, can't wait for adventure!","['🌊', '🌞', '🎉']",3,"Diving into the weekend like, can't wait for adventure!",positive,"['weather', 'emotion', 'celebration']","Diving into the weekend like, can't wait for adventure!",daily_status
Watching the sunset 🌅 while sipping on some hot chocolate ☕️ on a chilly evening ❄️✨,"['🌅', '☕️', '❄️', '✨']",8,Watching the sunset while sipping on some hot chocolate on a chilly evening.,positive,"['nature', 'food', 'weather', 'emotion']",Watching the sunset while sipping on some hot chocolate on a chilly evening.,daily_status
"Just saw shooting stars 🌠✨ while camping in the cold winter night ❄️🌌, felt so magical!","['🌠', '✨', '❄️', '🌌']",4,"Just saw shooting stars while camping in the cold winter night, felt so magical.",positive,"['nature', 'emotion', 'weather']","Just saw shooting stars while camping in the cold winter night, felt so magical.",emotional_reflection
Can’t believe I caught the sunrise 🌅 while hiking up the mountain ⛰️ today! Truly magical ✨🧗‍♀️,"['🌅', '⛰️', '✨', '🧗\u200d♀️']",7,I can't believe I watched the sunrise while hiking up the mountain today! It was truly magical.,positive,"['nature', 'activity', 'emotion']",I can't believe I watched the sunrise while hiking up the mountain today! It was truly magical.,travel_experience
"Just watched the sunset 🌅 with a cup of tea 🍵, feeling so peaceful tonight. ✨🌙","['🌅', '🍵', '✨', '🌙']",4,"Just watched the sunset with a cup of tea, feeling so peaceful tonight.",positive,"['nature', 'food', 'emotion', 'night']","Just watched the sunset with a cup of tea, feeling so peaceful tonight.",emotional_reflection
"Just watched the sunrise over the mountains 🌄✨🧘‍♀️, feeling so peaceful today.","['🌄', '✨', '🧘\u200d♀️']",4,"Just watched the sunrise over the mountains, feeling so peaceful today.",positive,"['nature', 'emotion', 'activity']","Just watched the sunrise over the mountains, feeling so peaceful today.",emotional_reflection
"Fighting dragons while making soup 🍜🐉🔥, winter night vibes ❄️🌙, and a splash of magic ✨🧙‍♂️✨!","['🍜', '🐉', '🔥', '❄️', '🌙', '✨', '🧙\u200d♂️', '✨']",8,"Fighting dragons while making soup, winter night vibes, and a splash of magic!",excited,"['fantasy', 'weather', 'emotion']","Fighting dragons while making soup, winter night vibes, and a splash of magic!",creative_story
Just saw a shooting star 🌠 while walking through the quiet forest tonight 🌲🌙✨,"['🌠', '🌲', '🌙', '✨']",4,I saw a shooting star while walking through the quiet forest tonight.,joyful,"['nature', 'night', 'wonder']",Just saw a shooting star while walking through the quiet forest tonight.,nature_experience
Caught the sunrise at the mountaintop 🌅⛰️✨ feeling on top of the world!,"['🌅', '⛰️', '✨']",4,Caught the sunrise at the mountaintop feeling on top of the world!,positive,"['nature', 'emotion']",I watched the sunrise at the mountaintop feeling on top of the world!,travel_experience
Watching the sunset 🌅 while sipping hot chocolate ☕ in cozy pajamas 💤 on a chilly winter evening ❄️✨.,"['🌅', '☕', '💤', '❄️', '✨']",8,Watching the sunset while sipping hot chocolate in cozy pajamas on a chilly winter evening.,positive,"['nature', 'food', 'comfort', 'weather']",Watching the sunset while sipping hot chocolate in cozy pajamas on a chilly winter evening.,emotional_reflection
"Exploring the enchanted forest 🧚✨ with my lantern under the moonlight 🌙🌟, feeling like a fairy tale come alive 🧚🌲✨.","['🧚', '✨', '🌙', '🌟', '🧚', '🌲', '✨']",7,"Exploring the enchanted forest with my lantern under the moonlight, feeling like a fairy tale come alive.",positive,"['fantasy', 'night', 'nature']","Exploring the enchanted forest with my lantern under the moonlight, feeling like a fairy tale come alive.",adventure
Stargazing tonight 🌌✨ wondering if aliens are watching us 👽👀,"['🌌', '✨', '👽', '👀']",7,Stargazing tonight and wondering if aliens are watching us.,neutral,"['weather', 'fantasy', 'emotion']",Stargazing tonight and wondering if aliens are watching us.,reflective_event
"Just finished a peaceful hike in the mountains 🏞️🌄🍃, feeling so refreshed!","['🏞️', '🌄', '🍃']",4,"Just finished a peaceful hike in the mountains, feeling so refreshed!",positive,"['nature', 'activity']","Just finished a peaceful hike in the mountains, feeling so refreshed!",daily_status
Just saw a shooting star 🌠 while walking on the beach at midnight 🌊✨ suddenly felt so tiny in the universe 🌌🤔,"['🌠', '🌊', '✨', '🌌', '🤔']",5,I saw a shooting star while walking on the beach at midnight and felt small in the universe.,reflective,"['nature', 'night', 'emotion']",I saw a shooting star while walking on the beach at midnight and felt small in the universe.,emotional_reflection
Watching fireworks light up the midnight sky 🎆✨ so magical!,"['🎆', '✨']",4,Watching fireworks light up the midnight sky so magical!,positive,"['celebration', 'night', 'emotion']",Watching fireworks light up the midnight sky so magical!,night_event
"Exploring the ancient ruins 🏛️🌿 with a curious mind, dreaming of lost worlds ✨🗺️.","['🏛️', '🌿', '✨', '🗺️']",6,"Exploring the ancient ruins with a curious mind, dreaming of lost worlds.",neutral,"['travel', 'adventure', 'fantasy']","Exploring the ancient ruins with a curious mind, dreaming of lost worlds.",creative_story
Exploring the city lights ✨🏙️ while sipping on some hot chocolate 🌰☕ tonight. Feels so cozy! 🥰,"['✨', '🏙️', '🌰', '☕', '🥰']",5,Exploring the city lights while sipping on some hot chocolate tonight. Feels so cozy!,positive,"['emotion', 'place', 'food']",Exploring the city lights while sipping on some hot chocolate tonight. Feels so cozy!,nightlife
"Climbing to the top of the mountain 🏔️🌄 with a picnic basket in hand, feeling on top of the world! 🍉🥪✨","['🏔️', '🌄', '🍉', '🥪', '✨']",7,"Climbing to the top of the mountain with a picnic basket in hand, feeling on top of the world.",positive,"['adventure', 'nature', 'food']","Climbing to the top of the mountain with a picnic basket in hand, feeling on top of the world.",adventure_story
"Diving into the ocean today 🐠🌊☀️, feeling like a mermaid! 🧜‍♀️✨","['🐠', '🌊', '☀️', '🧜\u200d♀️', '✨']",7,"Today I went diving into the ocean, feeling like a mermaid.",positive,"['nature', 'weather', 'fantasy']","Today I went diving into the ocean, feeling like a mermaid.",travel
"Venturing into the forest at dawn 🌅🌳🦉, feeling like a explorer in a fairy tale!","['🌅', '🌳', '🦉']",4,"Venturing into the forest at dawn, feeling like an explorer in a fairy tale!",positive,"['nature', 'adventure', 'morning']","Venturing into the forest at dawn, feeling like an explorer in a fairy tale!",adventure story
Running through the forest at dawn 🌲🌅🏃‍♀️ feeling alive!,"['🌲', '🌅', '🏃\u200d♀️']",3,Running through the forest at dawn feeling alive!,positive,"['nature', 'time', 'activity']",Running through the forest at dawn feeling alive!,activity_update
Stargazing 🌌✨ with a warm cup of tea ☕ in the quiet night 💤🛸.,"['🌌', '✨', '☕', '💤', '🛸']",5,Staring at the stars with a warm cup of tea in the quiet night.,relaxed,"['nature', 'comfort', 'night']",Stargazing with a warm cup of tea in the quiet night.,leisure_activity
Climbing to the mountain peak 🏔️☀️ with a backpack full of dreams ✨🌄 before sunrise.,"['🏔️', '☀️', '✨', '🌄']",8,Climbing to the mountain peak with a backpack full of dreams before sunrise.,positive,"['adventure', 'weather', 'hope', 'nature']",Climbing to the mountain peak with a backpack full of dreams before sunrise.,adventure_update
"Just saw a shooting star 🌠 while walking under the winter sky ❄️✨❄️, made a wish 🌙💫","['🌠', '❄️', '✨', '❄️', '🌙', '💫']",6,I saw a shooting star while walking under the winter sky and made a wish.,positive,"['weather', 'night', 'nature']",I saw a shooting star while walking under the winter sky and made a wish.,emotional_reflection
Caught the sunrise 🌅 while sipping hot tea ☕ and listening to rain 🌧️—peace in chaos.,"['🌅', '☕', '🌧️']",4,I watched the sunrise while drinking hot tea and listening to the rain — finding peace amidst chaos.,positive,"['nature', 'food', 'weather']",I watched the sunrise while drinking hot tea and listening to the rain — finding peace amidst chaos.,reflective_moment
