original_message,emoji_used,emoji_context_window,translated_meaning,sentiment_detected,emoji_category,target_text,message_type
Just finished a 10k run 🏃‍♀️🌅 feeling sooo exhausted but proud 💪😊🏅,🏃-🌅-💪-😊-🏅,5,I just finished a 10k run feeling exhausted but proud.,positive,activity-time of day-emotion-achievement,I just finished a 10k run feeling exhausted but proud.,daily_status
Just finished a marathon run 🏃‍♂️💨 feeling exhausted but alive 🌅💪 ready to relax with some cool drinks 🍹🌴 afterward!,🏃-💨-🌅-💪-🍹-🌴,6,I just finished a marathon run feeling exhausted but alive ready to relax with some cool drinks afterward.,positive,activity-emotion-weather-food,I just finished a marathon run feeling exhausted but alive ready to relax with some cool drinks afterward.,daily_status
Just finished a long run 🌅🏃‍♂️💦 feeling exhausted but alive 🌟🧘‍♀️ ready to relax now 💤🍵,🌅-🏃-💦-🌟-🧘-💤-🍵,7,Just finished a long run feeling exhausted but alive ready to relax now.,positive,activity-emotion-wellness,Just finished a long run feeling exhausted but alive ready to relax now.,daily_status
Just finished a 10k run 🌅👟💨 feeling unstoppable today! 🏃‍♂️🔥✨,🌅-👟-💨-🏃-🔥-✨,6,Just finished a 10k run feeling unstoppable today!,positive,activity-emotion-weather,Just finished a 10k run feeling unstoppable today!,daily_status
Just finished a 10k run in the park early morning 🌅🏃‍♂️💪 feeling ✨ energized and ready to conquer the day! 🚀🌟,🌅-🏃-💪-✨-🚀-🌟,6,Just finished a 10k run in the park early morning feeling energized and ready to conquer the day.,positive,activity-time-emotion,Just finished a 10k run in the park early morning feeling energized and ready to conquer the day.,daily_status
Just rocked the gym 🏋️‍♀️💪🔥 feeling unstoppable today! 😄✨🏆,🏋️-💪-🔥-😄-✨-🏆,6,Just worked out at the gym feeling unstoppable today!,positive,activity-emotion-achievement,Just worked out at the gym feeling unstoppable today.,daily_status
Just crushed my workout 💪🏽🔥 feeling unstoppable today! 🚀🏃‍♂️✨,💪🏽-🔥-🚀-🏃-✨,5,I just completed my workout and I feel unstoppable today!,positive,emotion-activity-motivation,I just completed my workout and I feel unstoppable today!,daily_status
Just finished an intense workout 🏋️‍♀️🔥 feeling the burn but so motivated to keep going! 💪✨🌟,🏋️-🔥-💪-✨-🌟,5,I just finished an intense workout feeling the burn but so motivated to keep going!,positive,activity-emotion,I just finished an intense workout feeling the burn but so motivated to keep going!,daily_status
Can't believe I finally finished that project today! 🎉💪🏼✨ Feeling so accomplished 😊🌟🚀,🎉-💪🏼-✨-😊-🌟-🚀,6,I can't believe I finally finished that project today! Feeling very accomplished and proud.,positive,emotion-achievement-celebration-motivation,I can't believe I finally finished that project today! Feeling very accomplished and proud.,daily_status
Just finished an intense workout 🏋️‍♂️🔥 feeling unstoppable 💪😅 ready to conquer the day! ☀️🌟,🏋️-🔥-💪-😅-☀️-🌟,6,Just finished an intense workout feeling unstoppable and ready to conquer the day!,positive,activity-emotion-weather,Just finished an intense workout feeling unstoppable and ready to conquer the day!,daily_motivation
Just finished a morning yoga session 🌅🧘‍♀️✨ feeling peaceful and energized for the day! 🌟☕🌞,🌅-🧘-✨-🌟-☕-🌞,6,Just finished a morning yoga session feeling peaceful and energized for the day.,positive,activity-emotion-time-weather,Just finished a morning yoga session feeling peaceful and energized for the day.,daily_status
Lost in the city lights 🌆✨ while listening to my favorite song 🎶🎧 feeling alive and inspired 🌟😊 tonight!,🌆-✨-🎶-🎧-🌟-😊,6,Lost in the city lights while listening to my favorite song feeling alive and inspired tonight!,positive,place-light-music-emotion,Lost in the city lights while listening to my favorite song feeling alive and inspired tonight!,night_out
Just finished a 10k run 🏃‍♂️💨 feeling unstoppable today! 💪🌟 Time to celebrate with some pizza 🍕🎉,🏃-💨-💪-🌟-🍕-🎉,6,I just finished a 10k run feeling unstoppable today! Time to celebrate with some pizza.,positive,activity-emotion-food-celebration,I just finished a 10k run feeling unstoppable today! Time to celebrate with some pizza.,motivational_update
Can't believe I nailed that presentation today! 🎤💼✨ Feeling unstoppable! 🚀🎉,🎤-💼-✨-🚀-🎉,5,I can't believe I did well on my presentation today! Feeling very confident!,positive,emotion-work-achievement,I can't believe I did well on my presentation today! Feeling very confident!,emotionally_expressive
Can't believe I missed the sunset tonight 🌅😭 it was so beautiful but I was stuck at work 🏢💼. Next time for sure! 🌟✨,🌅-😭-🏢-💼-🌟-✨,6,I can't believe I missed the sunset tonight it was so beautiful but I was stuck at work. Next time for sure!,nostalgic,nature-emotion-work,I can't believe I missed the sunset tonight it was so beautiful but I was stuck at work. Next time for sure!,emotional_reflection
Just finished a long run 🏃‍♂️💨 at sunrise 🌅 and now sipping my favorite coffee ☕✨ feeling refreshed and ready to conquer the day! 💪🌟,🏃-💨-🌅-☕-✨-💪-🌟,7,Just finished a long run at sunrise and now sipping my favorite coffee feeling refreshed and ready to conquer the day.,positive,activity-time-food-emotion,Just finished a long run at sunrise and now sipping my favorite coffee feeling refreshed and ready to conquer the day.,daily_status
Watching the sunrise 🌅 with a warm cup of tea ☕ and feeling so peaceful 🍃✨ at the mountain top 🏔️ this morning! 😌🌄,🌅-☕-🍃-✨-🏔️-😌-🌄,7,Watching the sunrise with a warm cup of tea and feeling so peaceful at the mountain top this morning.,positive,nature-emotion-activity,Watching the sunrise with a warm cup of tea and feeling so peaceful at the mountain top this morning.,emotional_reflection
Just finished my workout 🏋️‍♀️💪 feeling pumped and ready to conquer the day! ☀️🔥,🏋️-💪-☀️-🔥,4,I just finished my workout feeling strong and ready to take on the day!,positive,activity-emotion-weather,I just finished my workout feeling strong and ready to take on the day!,daily_status
Just finished a long run 🏃‍♂️💦 in the park 🌳☀️ feeling energized and ready to conquer the day! 💪🔥,🏃-💦-🌳-☀️-💪-🔥,6,I just finished a long run in the park feeling energized and ready to conquer the day!,positive,activity-nature-emotion,I just finished a long run in the park feeling energized and ready to conquer the day!,daily_status
Caught in a sudden rainstorm ☔️🌧️ while walking home but I loved the fresh smell of the air 🌿✨😊,☔️-🌧️-🌿-✨-😊,5,I got caught in a sudden rainstorm while walking home but I loved the fresh smell of the air.,positive,weather-nature-emotion,I got caught in a sudden rainstorm while walking home but I loved the fresh smell of the air.,emotional_reflection
Counting stars 🌟✨ all night long 🌙🌌 while dreaming of distant worlds 🚀👽🪐 feeling so adventurous 🌍🔥,🌟-✨-🌙-🌌-🚀-👽-🪐-🌍-🔥,9,Counting stars all night long while dreaming of distant worlds feeling so adventurous.,positive,dream-adventure-space-night,Counting stars all night long while dreaming of distant worlds feeling so adventurous.,emotional_reflection
Stretching after a long day 🧘‍♀️🌅✨ feeling so refreshed and ready for tomorrow! 😌🌟💪,🧘-🌅-✨-😌-🌟-💪,6,Stretching after a long day feeling so refreshed and ready for tomorrow!,positive,activity-time-emotion-motivation,Stretching after a long day feeling so refreshed and ready for tomorrow!,daily_reflection
Just finished an intense workout 🏋️‍♂️🔥Feeling unstoppable! 🚀💪🏻✨,🏋️-🔥-🚀-💪🏻-✨,5,I just finished an intense workout and feel unstoppable!,positive,activity-emotion-achievement,I just finished an intense workout and feel unstoppable!,daily_update
Just finished an intense workout 💪🔥🏃‍♂️ feeling unstoppable now! 🚀😊,💪-🔥-🏃-🚀-😊,5,I just finished an intense workout feeling unstoppable now!,positive,activity-emotion,I just finished an intense workout feeling unstoppable now!,daily_status
Just finished a marathon run 🏃‍♂️💨 feeling energized and unstoppable 🚀🎉 at sunrise 🌅🌞 ready to conquer the day! ☕💪,🏃-💨-🚀-🎉-🌅-🌞-☕-💪,8,I just finished a marathon run feeling energized and unstoppable at sunrise ready to conquer the day!,positive,activity-emotion-time-motivation,I just finished a marathon run feeling energized and unstoppable at sunrise ready to conquer the day!,daily_status
Just finished a long run 🏃‍♂️💦 in the rain ☔🌧️ and feeling unstoppable 💪🔥! Ready to relax with some hot tea ☕📚 and a good book 📖😊.,🏃-💦-☔-🌧️-💪-🔥-☕-📚-📖-😊,10,Just finished a long run in the rain and feeling unstoppable! Ready to relax with some hot tea and a good book.,positive,activity-weather-emotion-food-leisure,Just finished a long run in the rain and feeling unstoppable! Ready to relax with some hot tea and a good book.,daily_status
Just finished a 10k run 🏃‍♂️💨 feeling energized and ready to conquer the day! ☀️🔥🍎,🏃-💨-☀️-🔥-🍎,5,I just finished a 10k run feeling energized and ready to conquer the day!,positive,activity-emotion-weather-food,I just finished a 10k run feeling energized and ready to conquer the day!,daily_status
Just finished a morning run by the 🌅🏃‍♂️💨 feeling so energized and ready to conquer the day! ☀️🔥,🌅-🏃-💨-☀️-🔥,5,Just finished a morning run by the sunrise feeling so energized and ready to conquer the day!,positive,nature-activity-emotion,Just finished a morning run by the sunrise feeling so energized and ready to conquer the day!,daily_status
Can't believe I finally finished my marathon run 🏃‍♂️🎉 Feeling so exhausted but proud 😅💪🌅,🏃-🎉-😅-💪-🌅,5,I can't believe I finally finished my marathon run. Feeling so exhausted but proud.,positive,activity-celebration-emotion-nature,I can't believe I finally finished my marathon run. Feeling so exhausted but proud.,emotional_reflection
Just finished a long run 🌅👟💪 feeling exhausted but incredibly alive! 🥵🌿✨,🌅-👟-💪-🥵-🌿-✨,6,I just finished a long run at sunrise feeling exhausted but incredibly alive!,positive,activity-time of day-emotion,I just finished a long run at sunrise feeling exhausted but incredibly alive!,daily_status
Just finished a long run 🌞🏃‍♂️💪 feeling exhausted but proud! 🥇🙌,🌞-🏃-💪-🥇-🙌,5,I just finished a long run feeling exhausted but proud!,positive,weather-activity-emotion,I just finished a long run feeling exhausted but proud!,daily_status
Finally finished my marathon run 🏃‍♂️💨 feeling exhausted but so accomplished 🎉💪 Can't wait to do it again next weekend! 🗓️✨,🏃-💨-🎉-💪-🗓️-✨,6,Finally finished my marathon run feeling exhausted but so accomplished. Can't wait to do it again next weekend!,positive,activity-emotion-time,Finally finished my marathon run feeling exhausted but so accomplished. Can't wait to do it again next weekend!,daily_status
